Specie,Counts,Percentages(%),Min,Max,Mean,Median,Contents
Glochidion coccineum,2,0.03,4.2e-05,0.00025,0.000146,0.000146,4.2e-05~0.00025
Actaea vaginata,2,0.03,0.000633,0.001917,0.001275,0.001275,0.000633~0.001917
Gladiolus segetum,2,0.03,0.002,0.0025,0.0022500000000000003,0.0022500000000000003,0.002~0.0025
Gliricidia sepium,2,0.03,0.0022,0.003,0.0026,0.0026,0.0022~0.003
Leonurus heterophyllus,2,0.03,0.0001,0.0002,0.00015000000000000001,0.00015000000000000001,0.0001~0.0002
Conyza blinii,2,0.03,8.8e-05,0.00015,0.00011899999999999999,0.00011899999999999999,8.8e-05~0.00015
Euphorbia kansui,2,0.03,8e-06,0.00022,0.000114,0.000114,8e-06~0.00022
Cruciata taurica,2,0.03,0.051852,0.166667,0.10925950000000001,0.10925950000000001,0.051852~0.166667
Aconitum fengii,2,0.03,0.000173,0.000226,0.0001995,0.0001995,0.000173~0.000226
Achillea vermicularis,2,0.03,0.000142,0.000155,0.0001485,0.0001485,0.000142~0.000155
Aconitum transsectum,2,0.03,9.6e-05,0.000146,0.000121,0.000121,9.6e-05~0.000146
Mimosa pigra,2,0.03,0.002667,0.004667,0.003667,0.003667,0.002667~0.004667
Torilis japonica,2,0.03,0.0001,0.00029,0.000195,0.000195,0.0001~0.00029
Mentha haplocalyx,2,0.03,6e-05,8e-05,7.000000000000001e-05,7.000000000000001e-05,6e-05~8e-05
Jatropha integerrima,2,0.03,4e-05,0.00012,8e-05,8e-05,4e-05~0.00012
Valeriana officinalis,2,0.03,7.1e-05,0.000107,8.9e-05,8.9e-05,7.1e-05~0.000107
Manilkara zapota,2,0.03,0.0015,0.0025,0.002,0.002,0.0015~0.0025
Mimosa tenuiflora,2,0.03,0.003,0.01,0.006500000000000001,0.006500000000000001,0.003~0.01
Picea glehni,2,0.03,0.000209,0.000633,0.000421,0.000421,0.000209~0.000633
Jatropha gossypiifolia,2,0.03,2.9e-05,3.6e-05,3.2500000000000004e-05,3.2500000000000004e-05,2.9e-05~3.6e-05
Egletes viscosa,2,0.03,0.000687,0.000687,0.000687,0.000687,0.000687~0.000687
Gordonia ceylanica,2,0.03,0.00328,0.00373,0.003505,0.003505,0.00328~0.00373
Arenaria filicaulis,2,0.03,0.000833,0.0015,0.0011665,0.0011665,0.000833~0.0015
Clavija procera,2,0.03,0.001909,0.005182,0.0035455,0.0035455,0.001909~0.005182
Pittosporum tobira,2,0.03,0.001462,0.002231,0.0018465,0.0018465,0.001462~0.002231
Salvia leucantha,2,0.03,4.3e-05,9.6e-05,6.950000000000001e-05,6.950000000000001e-05,4.3e-05~9.6e-05
Gynostemma cardiospermum,2,0.03,0.00095,0.0025,0.001725,0.001725,0.00095~0.0025
Pterocephalus pinardii,2,0.03,0.001455,0.001818,0.0016365,0.0016365,0.001455~0.001818
Zanthoxylum armatum,2,0.03,6e-05,6.6e-05,6.3e-05,6.3e-05,6e-05~6.6e-05
Artemisia vulgaris,2,0.03,0.00025,0.0004,0.000325,0.000325,0.00025~0.0004
Salvia leriifolia,2,0.03,6.3e-05,7.2e-05,6.75e-05,6.75e-05,6.3e-05~7.2e-05
Orychophragmus violaceus,2,0.03,1.8e-05,6.5e-05,4.15e-05,4.15e-05,1.8e-05~6.5e-05
Cucurbita pepo,2,0.03,1.9e-05,6.4e-05,4.15e-05,4.15e-05,1.9e-05~6.4e-05
Illicium angustisepalum,2,0.03,5.6e-05,0.001194,0.000625,0.000625,5.6e-05~0.001194
Hypericum perforatum,2,0.03,3.6e-05,0.00016,9.800000000000001e-05,9.800000000000001e-05,3.6e-05~0.00016
Miliusa velutina,2,0.03,6.2e-05,0.00034,0.000201,0.000201,6.2e-05~0.00034
Impatiens pritzelii,2,0.03,0.000121,0.002424,0.0012725,0.0012725,0.000121~0.002424
Vernonia perrottetii,2,0.03,0.004,0.0048,0.004399999999999999,0.004399999999999999,0.004~0.0048
Tanaecium jaroba,2,0.03,0.000444,0.001333,0.0008885,0.0008885,0.000444~0.001333
Croton poomae,2,0.03,0.001069,0.002469,0.001769,0.001769,0.001069~0.002469
Verbena littoralis,2,0.03,0.000168,0.00027,0.000219,0.000219,0.000168~0.00027
Ophiorrhiza liukiuensis,2,0.03,0.004483,0.194966,0.0997245,0.0997245,0.004483~0.194966
Salix matsudana,2,0.03,0.000398,0.001006,0.0007019999999999999,0.0007019999999999999,0.000398~0.001006
Gymnocladus chinensis,2,0.03,0.006,0.025,0.0155,0.0155,0.006~0.025
Dennstaedtia scabra,2,0.03,0.001273,0.012,0.0066365,0.0066365,0.001273~0.012
Warburgia stuhlmannii,2,0.03,0.00104,0.0015,0.0012699999999999999,0.0012699999999999999,0.00104~0.0015
Acanthophyllum squarrosum,2,0.03,0.006,0.016,0.011,0.011,0.006~0.016
Hordeurn vulgare,2,0.03,0.0003,0.0003,0.0003,0.0003,0.0003~0.0003
Gypsophila simonii,2,0.03,0.001613,0.001935,0.001774,0.001774,0.001613~0.001935
Bongardia chrysogonum,2,0.03,0.000133,0.00028,0.00020649999999999998,0.00020649999999999998,0.000133~0.00028
Gypsophila altissima,2,0.03,0.00018,0.0004,0.00029,0.00029,0.00018~0.0004
Artemisia sphaerocephala,2,0.03,9.8e-05,0.000157,0.0001275,0.0001275,9.8e-05~0.000157
Aconitum tsaii,2,0.03,0.00092,0.0024,0.00166,0.00166,0.00092~0.0024
Pittosporum senacia,2,0.03,0.000913,0.001088,0.0010005,0.0010005,0.000913~0.001088
Fritillaria ebeiensis,2,0.03,0.001176,0.001529,0.0013525,0.0013525,0.001176~0.001529
Buddleja madagascariensis,2,0.03,0.0115,0.0115,0.0115,0.0115,0.0115~0.0115
Aesculus assamica,2,0.03,0.00025,0.0003,0.00027499999999999996,0.00027499999999999996,0.00025~0.0003
Ocimum grandiflorum,2,0.03,0.29,0.32,0.305,0.305,0.29~0.32
Suregada multiflora,2,0.03,0.0004,0.000667,0.0005335,0.0005335,0.0004~0.000667
Pedicularis kansuensis,2,0.03,0.0007,0.0009,0.0007999999999999999,0.0007999999999999999,0.0007~0.0009
Centaurium pulchellum,2,0.03,7.7e-05,0.000227,0.000152,0.000152,7.7e-05~0.000227
Schisandra propinqua,2,0.03,0.000225,0.00035,0.0002875,0.0002875,0.000225~0.00035
Consolida ambigua,2,0.03,0.001,0.0045,0.00275,0.00275,0.001~0.0045
Aquilegia hybrida,2,0.03,0.000781,0.001451,0.001116,0.001116,0.000781~0.001451
Vitex cofassus,2,0.03,0.00024,0.00066,0.00045,0.00045,0.00024~0.00066
Salvia tebesana,2,0.03,0.0002,0.003333,0.0017665,0.0017665,0.0002~0.003333
Cucumis prophetarum,2,0.03,0.02,0.04,0.03,0.03,0.02~0.04
Falconeria insignis,2,0.03,0.000567,0.0006,0.0005835,0.0005835,0.000567~0.0006
Randia dumetorum,2,0.03,0.025,0.0552,0.0401,0.0401,0.025~0.0552
Bolbostemma paniculatum,2,0.03,0.0002,0.024,0.0121,0.0121,0.0002~0.024
Skimmia laureola,2,0.03,6.3e-05,9.8e-05,8.05e-05,8.05e-05,6.3e-05~9.8e-05
Machilus yaoshansis,2,0.03,9e-05,0.000144,0.000117,0.000117,9e-05~0.000144
Pseudelephantopus spicatus,2,0.03,0.000333,0.001417,0.000875,0.000875,0.000333~0.001417
Adina rubella,2,0.03,0.00124,0.00168,0.00146,0.00146,0.00124~0.00168
Tanacetopsis karataviensis,2,0.03,0.011,0.017,0.013999999999999999,0.014,0.011~0.017
Verbena officinalis,2,0.03,0.000107,0.0014,0.0005556666666666667,0.00016,0.000107~0.0014
Croton oligandrus,2,0.03,0.000127,0.00265,0.000968,0.000127,0.000127~0.00265
Chrysanthemum indicum,2,0.03,0.001786,0.004171,0.003357,0.004114,0.001786~0.004171
Pinus koraiensis,2,0.03,0.000267,0.000356,0.0003115,0.0003115,0.000267~0.000356
Potentilla discolor,2,0.03,0.000208,0.000602,0.000405,0.000405,0.000208~0.000602
Rehmannia glutinosa,2,0.03,1.3e-05,0.000625,0.000319,0.000319,1.3e-05~0.000625
Hedysarum polybotrys,2,0.03,6e-05,9e-05,7.500000000000001e-05,7.500000000000001e-05,6e-05~9e-05
Bupleurum lancifolium,2,0.03,0.001667,0.002222,0.0019445,0.0019445,0.001667~0.002222
Quercus robur,2,0.03,0.0011,0.0065,0.0038,0.0038,0.0011~0.0065
Mimusops elengi,2,0.03,0.00045,0.005,0.002725,0.002725,0.00045~0.005
Pisum sativum,2,0.03,0.00019,0.000833,0.0005115,0.0005115,0.00019~0.000833
Diplopterygium rufopilosum,2,0.03,0.0008,0.00102,0.00091,0.00091,0.0008~0.00102
Anemone amurensis,2,0.03,0.000439,0.000632,0.0005355,0.0005355,0.000439~0.000632
Vellozia candida,2,0.03,0.000157,0.000365,0.000261,0.000261,0.000157~0.000365
Erigeron annuus,2,0.03,2.8e-05,0.00084,0.00043400000000000003,0.00043400000000000003,2.8e-05~0.00084
Mitragyna inermis,2,0.03,0.00032,0.0016,0.00096,0.00096,0.00032~0.0016
Isodon lophanthoides,2,0.03,0.001202,0.001376,0.001289,0.001289,0.001202~0.001376
Anemonoides raddeana,2,0.03,0.00042,0.0007,0.00056,0.00056,0.00042~0.0007
Delphinium potaninii,2,0.03,0.000138,0.000575,0.0003565,0.0003565,0.000138~0.000575
Dodonaea viscosa,2,0.03,0.000356,0.001976,0.001166,0.001166,0.000356~0.001976
Chisocheton penduliflorus,2,0.03,0.003684,0.00472,0.004202,0.004202,0.003684~0.00472
Palicourea crocea,2,0.03,0.000941,0.006506,0.0037235,0.0037235,0.000941~0.006506
Ratibida mexicana,2,0.03,5.3e-05,0.003875,0.001964,0.001964,5.3e-05~0.003875
Lychnophora ericoides,2,0.03,0.004175,0.004175,0.004175,0.004175,0.004175~0.004175
Crossostephium chinense,2,0.03,0.000341,0.002273,0.001307,0.001307,0.000341~0.002273
Taiwania cryptomerioides,2,0.03,0.000109,0.000545,0.00032700000000000003,0.00032700000000000003,0.000109~0.000545
Ixeris chinensis,2,0.03,0.0013,0.00205,0.001675,0.001675,0.0013~0.00205
Ipomoea nil,2,0.03,0.001257,0.001677,0.001467,0.001467,0.001257~0.001677
Centaurea solstitialis,2,0.03,0.0015,0.0018,0.00165,0.00165,0.0015~0.0018
Iphiona aucheri,2,0.03,0.004242,0.008283,0.006262500000000001,0.006262500000000001,0.004242~0.008283
Bonamia spectabilis,2,0.03,0.001042,0.002708,0.001875,0.001875,0.001042~0.002708
Cunninghamia konishii,2,0.03,0.000959,0.006438,0.0036985,0.0036985,0.000959~0.006438
Picris hieracioides,2,0.03,0.001408,0.007017,0.0042125,0.0042125,0.001408~0.007017
Citrus aurantium,2,0.03,0.000361,0.001458,0.0009095,0.0009095,0.000361~0.001458
Achillea nobilis,2,0.03,0.006667,0.009,0.0078335,0.0078335,0.006667~0.009
Centipeda minima,2,0.03,0.000382,0.002273,0.0013275,0.0013275,0.000382~0.002273
Garcinia scortechinii,2,0.03,0.000205,0.000348,0.0002765,0.0002765,0.000205~0.000348
Sideroxylon cubense,2,0.03,0.063158,0.210526,0.136842,0.136842,0.063158~0.210526
Curcuma wenyujin,2,0.03,0.000105,0.000445,0.00027499999999999996,0.00027499999999999996,0.000105~0.000445
Acrostichum aureum,2,0.03,0.000783,0.001,0.0008914999999999999,0.0008914999999999999,0.000783~0.001
Lychnophora trichocarpha,2,0.03,2e-06,1.7e-05,9.5e-06,9.5e-06,2e-06~1.7e-05
Byrsonima crassifolia,2,0.03,0.00112,0.00124,0.00118,0.00118,0.00112~0.00124
Acanthophyllum gypsophiloides,2,0.03,3.146939,3.744898,3.4459185000000003,3.4459185000000003,3.146939~3.744898
Ferula vesceritensis,2,0.03,0.00125,0.003375,0.0023125,0.0023125,0.00125~0.003375
Ferula szowitsiana,2,0.03,0.0032,0.0032,0.0032,0.0032,0.0032~0.0032
Liriosma ovata,2,0.03,0.0003,0.003,0.00165,0.00165,0.0003~0.003
Patrinia scabra,2,0.03,0.0002,0.01,0.0051,0.0051,0.0002~0.01
Phyteuma orbiculare,2,0.03,0.017699,0.022566,0.020132499999999998,0.020132499999999998,0.017699~0.022566
Hypoestes verticillaris,2,0.03,0.0024,0.0036,0.003,0.003,0.0024~0.0036
Ilex mamillata,2,0.03,0.00016,0.0002,0.00018,0.00018,0.00016~0.0002
Duranta repens,2,0.03,0.012222,0.013333,0.0127775,0.0127775,0.012222~0.013333
Trigonella foenum-graecum,2,0.03,0.000291,0.000736,0.0005135000000000001,0.0005135000000000001,0.000291~0.000736
Lepechinia bullata,2,0.03,0.004133,0.005,0.0045665,0.0045665,0.004133~0.005
Pueraria peduncularis,2,0.03,0.0001,0.0002,0.00015000000000000001,0.00015000000000000001,0.0001~0.0002
Cephalaria paphlagonica,2,0.03,0.016534,0.02883,0.022682,0.022682,0.016534~0.02883
Euphorbia ebracteolata,2,0.03,0.0004,0.001305,0.0008525,0.0008525,0.0004~0.001305
Lycium chinense,2,0.03,0.00095,0.0028,0.001875,0.001875,0.00095~0.0028
Garcinia paucinervis,2,0.03,0.006931,0.007706,0.0073185,0.0073185,0.006931~0.007706
Abrus fruticulosus,2,0.03,0.028,0.0896,0.0588,0.0588,0.028~0.0896
Indigofera heterantha,2,0.03,7.2e-05,8.4e-05,7.8e-05,7.8e-05,7.2e-05~8.4e-05
Hypericum ascyron,2,0.03,2.8e-05,0.001286,0.000657,0.000657,2.8e-05~0.001286
Solenostemma argel,2,0.03,0.002,0.004,0.003,0.003,0.002~0.004
Ligularia muliensis,2,0.03,0.000421,0.002632,0.0015264999999999999,0.0015264999999999999,0.000421~0.002632
Aconitum anthora,2,0.03,0.005455,0.010455,0.007955,0.007955,0.005455~0.010455
Hymenoxys robusta,2,0.03,0.00032,0.002882,0.001601,0.001601,0.00032~0.002882
Euphorbia decipiens,2,0.03,0.000188,0.000335,0.0002615,0.0002615,0.000188~0.000335
Azorella madreporica,1,0.02,0.002363,0.002363,0.002363,0.002363,0.002363~0.002363
Taxus cuspidata,1,0.02,0.00224,0.00224,0.00224,0.00224,0.00224~0.00224
Ficus elastica,1,0.02,0.001455,0.001455,0.001455,0.001455,0.001455~0.001455
Pasania formosana,1,0.02,0.005796,0.005796,0.005796,0.005796,0.005796~0.005796
Melastoma malabathricum,1,0.02,0.006316,0.006316,0.006316,0.006316,0.006316~0.006316
Annona glabra,1,0.02,0.00215,0.00215,0.00215,0.00215,0.00215~0.00215
Tanacetum microphyllum,1,0.02,0.032,0.032,0.032,0.032,0.032~0.032
Vernonia leopoldii,1,0.02,0.000706,0.000706,0.000706,0.000706,0.000706~0.000706
Salvia hispanica,1,0.02,8e-06,8e-06,8e-06,8e-06,8e-06~8e-06
Codonopsis pilosula,1,0.02,3e-06,3e-06,3e-06,3e-06,3e-06~3e-06
Illicium simonsii,1,0.02,4e-06,4e-06,4e-06,4e-06,4e-06~4e-06
Cimicifuga yunnanensis,1,0.02,0.021739,0.021739,0.021739,0.021739,0.021739~0.021739
Artemisia keiskeana,1,0.02,0.001567,0.001567,0.001567,0.001567,0.001567~0.001567
Pseudowintera axillaris,1,0.02,0.01,0.01,0.01,0.01,0.01~0.01
Cichorium spinosum,1,0.02,0.009444,0.009444,0.009444,0.009444,0.009444~0.009444
Stellaria media,1,0.02,0.0004,0.0004,0.0004,0.0004,0.0004~0.0004
Salvia occidentalis,1,0.02,0.00112,0.00112,0.00112,0.00112,0.00112~0.00112
Potamogeton nodosus,1,0.02,0.002,0.002,0.002,0.002,0.002~0.002
Jatropha gossypifolia,1,0.02,0.0012,0.0012,0.0012,0.0012,0.0012~0.0012
Isodon serra,1,0.02,0.000511,0.000511,0.000511,0.000511,0.000511~0.000511
Cornulaca monacantha,1,0.02,0.0025,0.0025,0.0025,0.0025,0.0025~0.0025
Salvia multicaulis,1,0.02,0.0025,0.0025,0.0025,0.0025,0.0025~0.0025
Vellozia compacta,1,0.02,0.000895,0.000895,0.000895,0.000895,0.000895~0.000895
Cylindrokelupha dalatensis,1,0.02,0.000457,0.000457,0.000457,0.000457,0.000457~0.000457
Meiogyne cylindrocarpa,1,0.02,0.00875,0.00875,0.00875,0.00875,0.00875~0.00875
Acacia nilotica,1,0.02,0.0012,0.0012,0.0012,0.0012,0.0012~0.0012
Solidago canadensis,1,0.02,0.001895,0.001895,0.001895,0.001895,0.001895~0.001895
Ceriops decandra,1,0.02,0.001333,0.001333,0.001333,0.001333,0.001333~0.001333
